loan_id,origination_date,original_balance,loan_term_months,interest_rate,credit_score_band,ltv_band,dti_band,state,loan_purpose,property_type,occupancy_type
4227,2020-01,322837.2131911862,240,2.943336907279578,700-750,LTV_70-80,DTI_36-50,GA,PURCHASE,MULTI_FAMILY,INVESTMENT
4228,2020-01,412152.9552758417,240,3.456365988840504,750+,LTV_90-100,DTI_63+,TX,REFINANCE,CONDO,SECOND_HOME
4229,2020-01,234202.39452163648,240,4.257078599621677,750+,LTV_0-60,DTI_50-63,MI,PURCHASE,MULTI_FAMILY,PRIMARY
4230,2020-01,372352.5761506742,360,6.613927640927716,600-650,LTV_90-100,DTI_36-50,IL,PURCHASE,MULTI_FAMILY,PRIMARY
4231,2020-01,291681.2679081937,240,7.483916720563785,700-750,LTV_80-90,DTI_0-36,MI,PURCHASE,CONDO,PRIMARY
4232,2020-01,439773.6567652862,360,3.2974420173576515,700-750,LTV_0-60,DTI_0-36,FL,REFINANCE,MULTI_FAMILY,PRIMARY
4233,2020-01,138710.4326412166,240,4.323028397676616,750+,LTV_80-90,DTI_63+,MI,PURCHASE,SINGLE_FAMILY,SECOND_HOME
4234,2020-01,428124.56766790856,360,5.514948836935533,0-600,LTV_90-100,DTI_0-36,GA,PURCHASE,CONDO,INVESTMENT
4235,2020-01,309729.99329602806,180,3.232387774573401,650-700,LTV_60-70,DTI_63+,OH,REFINANCE,CONDO,SECOND_HOME
4236,2020-01,166528.607179565,240,6.80850196852958,750+,LTV_70-80,DTI_36-50,IL,REFINANCE,MULTI_FAMILY,INVESTMENT
4237,2020-01,224469.11517230998,180,3.9022472729758073,600-650,LTV_90-100,DTI_0-36,IL,PURCHASE,CONDO,SECOND_HOME
4238,2020-01,215428.75827009938,240,4.341782457058987,0-600,LTV_90-100,DTI_50-63,GA,REFINANCE,SINGLE_FAMILY,SECOND_HOME
4239,2020-01,251423.3419800791,360,4.990955997050097,750+,LTV_90-100,DTI_0-36,NC,REFINANCE,MULTI_FAMILY,SECOND_HOME
4240,2020-01,379695.0940183358,360,6.461487685056963,0-600,LTV_80-90,DTI_50-63,TX,PURCHASE,SINGLE_FAMILY,PRIMARY
4241,2020-02,250895.6116344824,180,7.3245712696892475,650-700,LTV_0-60,DTI_36-50,TX,REFINANCE,SINGLE_FAMILY,SECOND_HOME
4242,2020-02,169792.39020245738,180,2.920555310927556,650-700,LTV_60-70,DTI_63+,IL,REFINANCE,CONDO,PRIMARY
4243,2020-02,330261.44038119167,180,3.3416880263480064,700-750,LTV_60-70,DTI_0-36,NC,REFINANCE,CONDO,INVESTMENT
4244,2020-02,254923.37372627328,360,4.36424090378319,600-650,LTV_0-60,DTI_50-63,NC,REFINANCE,CONDO,PRIMARY
4245,2020-02,206345.79858798737,180,3.907908842545575,700-750,LTV_70-80,DTI_0-36,TX,PURCHASE,SINGLE_FAMILY,PRIMARY
4246,2020-02,448479.8604620922,240,6.450822114329383,750+,LTV_60-70,DTI_50-63,IL,PURCHASE,MULTI_FAMILY,INVESTMENT
4247,2020-02,471545.3727655583,360,4.664292761099117,750+,LTV_90-100,DTI_36-50,MI,PURCHASE,MULTI_FAMILY,INVESTMENT
4248,2020-02,454915.7684440069,240,3.487490615939021,750+,LTV_0-60,DTI_0-36,FL,REFINANCE,CONDO,SECOND_HOME
4249,2020-02,421228.18179545674,240,3.1954405924108666,600-650,LTV_60-70,DTI_0-36,MI,PURCHASE,MULTI_FAMILY,PRIMARY
4250,2020-02,195797.69972432993,360,6.49484508662182,700-750,LTV_60-70,DTI_0-36,NY,PURCHASE,MULTI_FAMILY,INVESTMENT
4251,2020-02,211033.9461633772,240,4.132340438616168,600-650,LTV_90-100,DTI_63+,IL,REFINANCE,SINGLE_FAMILY,INVESTMENT
4252,2020-02,320535.9181129245,180,6.3467794103969135,600-650,LTV_60-70,DTI_63+,OH,REFINANCE,MULTI_FAMILY,SECOND_HOME
4253,2020-02,296693.340525473,240,2.932070821880928,600-650,LTV_0-60,DTI_36-50,CA,REFINANCE,MULTI_FAMILY,SECOND_HOME
4254,2020-02,428531.5868235497,240,4.099096484712011,0-600,LTV_70-80,DTI_50-63,OH,PURCHASE,CONDO,SECOND_HOME
4255,2020-02,211480.23406449019,240,2.827480609482583,700-750,LTV_70-80,DTI_0-36,OH,PURCHASE,SINGLE_FAMILY,PRIMARY
4256,2020-02,351411.4580538067,180,3.278891165700928,750+,LTV_60-70,DTI_63+,NC,REFINANCE,CONDO,PRIMARY
4257,2020-02,473233.28364510834,240,4.97245749926528,600-650,LTV_80-90,DTI_36-50,CA,PURCHASE,SINGLE_FAMILY,INVESTMENT
4258,2020-02,229361.93169673675,240,4.288014095217225,700-750,LTV_0-60,DTI_36-50,FL,PURCHASE,CONDO,PRIMARY
4259,2020-02,118132.79605227117,180,5.173835246737918,750+,LTV_70-80,DTI_36-50,NC,REFINANCE,SINGLE_FAMILY,PRIMARY
4260,2020-02,207350.67285129256,240,2.954844780802989,600-650,LTV_60-70,DTI_36-50,CA,PURCHASE,CONDO,SECOND_HOME
4261,2020-02,301823.2156965763,360,6.651315204390451,650-700,LTV_90-100,DTI_36-50,FL,REFINANCE,MULTI_FAMILY,SECOND_HOME
4262,2020-02,317749.9119014904,180,2.992929288793225,750+,LTV_0-60,DTI_63+,OH,PURCHASE,CONDO,SECOND_HOME
4263,2020-02,274811.61808738456,180,5.182913457717407,0-600,LTV_60-70,DTI_63+,GA,PURCHASE,MULTI_FAMILY,PRIMARY
4264,2020-02,416324.6403656097,240,7.246505748938869,600-650,LTV_70-80,DTI_0-36,OH,REFINANCE,MULTI_FAMILY,INVESTMENT
4265,2020-02,234219.75628864486,240,3.042042889346765,650-700,LTV_0-60,DTI_63+,FL,REFINANCE,MULTI_FAMILY,PRIMARY
4266,2020-02,360788.61038731236,180,5.334614419842838,0-600,LTV_90-100,DTI_0-36,NY,PURCHASE,CONDO,SECOND_HOME
4267,2020-02,466248.2652883047,180,5.987676888093148,600-650,LTV_80-90,DTI_36-50,PA,REFINANCE,SINGLE_FAMILY,PRIMARY
4268,2020-02,103802.82355109217,360,3.020216341022218,650-700,LTV_90-100,DTI_50-63,FL,PURCHASE,CONDO,INVESTMENT
4269,2020-02,367513.86145519407,360,5.416059773967806,0-600,LTV_0-60,DTI_63+,OH,REFINANCE,SINGLE_FAMILY,INVESTMENT
4270,2020-02,377136.0427165178,360,4.89118107330844,650-700,LTV_60-70,DTI_36-50,NC,PURCHASE,SINGLE_FAMILY,INVESTMENT
4271,2020-02,134253.15389378674,360,6.484600639917403,0-600,LTV_80-90,DTI_36-50,MI,PURCHASE,CONDO,INVESTMENT
4272,2020-02,202540.33659671515,180,3.534925890346117,600-650,LTV_60-70,DTI_0-36,GA,REFINANCE,CONDO,PRIMARY
4273,2020-02,278350.0919163607,180,2.672286299552455,0-600,LTV_80-90,DTI_50-63,IL,REFINANCE,MULTI_FAMILY,SECOND_HOME
4274,2020-02,288727.55342000205,240,3.0317987173735785,650-700,LTV_80-90,DTI_0-36,MI,PURCHASE,CONDO,SECOND_HOME
4275,2020-02,486762.08351275,360,2.564142598887886,650-700,LTV_90-100,DTI_50-63,NC,PURCHASE,CONDO,PRIMARY
4276,2020-02,487780.2671994283,180,5.081365599752329,650-700,LTV_90-100,DTI_0-36,OH,REFINANCE,MULTI_FAMILY,PRIMARY
4277,2020-02,126770.41726372918,180,6.023300230417066,700-750,LTV_90-100,DTI_63+,MI,PURCHASE,CONDO,INVESTMENT
4278,2020-02,330792.89969567326,360,4.24038902689309,600-650,LTV_90-100,DTI_0-36,CA,PURCHASE,CONDO,INVESTMENT
4279,2020-02,202078.7926905158,240,3.27102918240612,0-600,LTV_70-80,DTI_36-50,MI,PURCHASE,MULTI_FAMILY,INVESTMENT
4280,2020-02,216988.9262692813,240,5.999530204450194,0-600,LTV_70-80,DTI_50-63,PA,PURCHASE,MULTI_FAMILY,PRIMARY
4281,2020-02,346722.6438080443,240,5.622621912607063,700-750,LTV_80-90,DTI_36-50,TX,REFINANCE,MULTI_FAMILY,PRIMARY
4282,2020-02,452887.8799681,180,6.289908733558395,600-650,LTV_80-90,DTI_63+,PA,REFINANCE,CONDO,SECOND_HOME
4283,2020-02,267942.345466546,360,5.1986254166039565,700-750,LTV_60-70,DTI_36-50,NY,PURCHASE,SINGLE_FAMILY,INVESTMENT
4284,2020-02,469804.0078299704,360,5.6660301741537555,750+,LTV_80-90,DTI_36-50,NY,REFINANCE,CONDO,INVESTMENT
4285,2020-02,340688.6196168999,240,4.54150916240185,600-650,LTV_0-60,DTI_63+,IL,PURCHASE,MULTI_FAMILY,INVESTMENT
4286,2020-02,324574.0650973023,180,4.777672941255881,700-750,LTV_70-80,DTI_50-63,IL,REFINANCE,CONDO,SECOND_HOME
4287,2020-02,393962.53974057914,360,3.4959073266938963,750+,LTV_80-90,DTI_63+,MI,PURCHASE,SINGLE_FAMILY,INVESTMENT
4288,2020-02,273760.25625319226,360,3.1247288427437407,600-650,LTV_70-80,DTI_0-36,MI,PURCHASE,MULTI_FAMILY,PRIMARY
4289,2020-02,228267.49742476066,180,4.975462041808864,750+,LTV_70-80,DTI_36-50,CA,PURCHASE,MULTI_FAMILY,INVESTMENT
4290,2020-02,292582.7667640125,180,2.945741416673769,750+,LTV_60-70,DTI_0-36,NY,REFINANCE,CONDO,SECOND_HOME
4291,2020-02,362133.89399760106,240,6.872343295584969,0-600,LTV_60-70,DTI_0-36,PA,REFINANCE,CONDO,SECOND_HOME
4292,2020-02,234650.13446159885,240,3.2933759082338234,700-750,LTV_70-80,DTI_36-50,MI,REFINANCE,SINGLE_FAMILY,PRIMARY
4293,2020-02,276473.31267624843,240,5.286766898346777,0-600,LTV_70-80,DTI_0-36,PA,PURCHASE,CONDO,INVESTMENT
4294,2020-02,381773.2349628246,180,6.632941784209435,0-600,LTV_80-90,DTI_36-50,NY,REFINANCE,MULTI_FAMILY,SECOND_HOME
4295,2020-02,172479.7834208621,360,3.522262684158968,650-700,LTV_80-90,DTI_36-50,IL,PURCHASE,CONDO,SECOND_HOME
4296,2020-02,279678.4877773087,180,5.4377255634339265,650-700,LTV_90-100,DTI_0-36,FL,REFINANCE,MULTI_FAMILY,INVESTMENT
4297,2020-02,454094.62298682885,240,5.531108615944588,650-700,LTV_80-90,DTI_36-50,IL,REFINANCE,CONDO,SECOND_HOME
4298,2020-02,142315.2119690248,360,3.5886127472138223,700-750,LTV_60-70,DTI_0-36,CA,REFINANCE,SINGLE_FAMILY,SECOND_HOME
4299,2020-02,243775.2316060833,360,4.317539440132345,750+,LTV_90-100,DTI_36-50,CA,PURCHASE,CONDO,PRIMARY
4300,2020-02,274517.22220922,240,6.9612798599026995,600-650,LTV_0-60,DTI_50-63,CA,PURCHASE,CONDO,INVESTMENT
4301,2020-02,108687.73072849716,180,5.5286890489674025,700-750,LTV_90-100,DTI_63+,IL,PURCHASE,SINGLE_FAMILY,SECOND_HOME
4302,2020-02,179727.6465127839,180,2.7311744900860653,0-600,LTV_80-90,DTI_36-50,GA,REFINANCE,MULTI_FAMILY,INVESTMENT
4303,2020-02,265545.7557186282,240,7.045956559301725,750+,LTV_80-90,DTI_50-63,MI,REFINANCE,CONDO,PRIMARY
4304,2020-02,241059.34589404368,360,6.941612896594347,0-600,LTV_60-70,DTI_0-36,FL,PURCHASE,MULTI_FAMILY,INVESTMENT
4305,2020-02,260143.09927894355,360,4.016964895844392,700-750,LTV_80-90,DTI_50-63,NC,PURCHASE,MULTI_FAMILY,SECOND_HOME
4306,2020-02,445459.91318020585,240,6.207107087505756,700-750,LTV_60-70,DTI_50-63,NC,REFINANCE,SINGLE_FAMILY,SECOND_HOME
4307,2020-02,286267.8508575213,240,6.399760191730948,750+,LTV_80-90,DTI_36-50,PA,REFINANCE,SINGLE_FAMILY,PRIMARY
4308,2020-02,430903.8863187131,180,3.1159740109754703,750+,LTV_80-90,DTI_0-36,TX,REFINANCE,CONDO,SECOND_HOME
4309,2020-02,350204.1489823458,180,7.452025026360004,0-600,LTV_70-80,DTI_50-63,IL,PURCHASE,SINGLE_FAMILY,SECOND_HOME
4310,2020-02,362785.8586219483,360,5.859997085853074,700-750,LTV_70-80,DTI_0-36,PA,REFINANCE,MULTI_FAMILY,SECOND_HOME
4311,2020-02,330989.82651854394,240,3.145001647970348,0-600,LTV_80-90,DTI_50-63,FL,PURCHASE,SINGLE_FAMILY,INVESTMENT
4312,2020-02,333944.1483594383,240,6.14531071263867,0-600,LTV_90-100,DTI_63+,CA,PURCHASE,SINGLE_FAMILY,SECOND_HOME
4313,2020-02,294415.7558977882,360,6.324424766839311,650-700,LTV_60-70,DTI_63+,OH,REFINANCE,CONDO,INVESTMENT
4314,2020-02,172293.51512660953,180,4.101400585417768,600-650,LTV_80-90,DTI_50-63,PA,REFINANCE,MULTI_FAMILY,INVESTMENT
4315,2020-02,199664.28353785473,360,5.875767357421661,0-600,LTV_0-60,DTI_50-63,IL,REFINANCE,SINGLE_FAMILY,PRIMARY
4316,2020-02,252392.35009160114,360,6.528555570013591,600-650,LTV_90-100,DTI_0-36,NC,REFINANCE,MULTI_FAMILY,PRIMARY
4317,2020-02,470048.9218358096,180,5.153090313781496,650-700,LTV_60-70,DTI_0-36,IL,REFINANCE,MULTI_FAMILY,SECOND_HOME
4318,2020-02,476043.9799491426,360,7.4338811791842705,600-650,LTV_80-90,DTI_0-36,FL,PURCHASE,MULTI_FAMILY,INVESTMENT
4319,2020-02,362716.6336206057,360,3.3332630140258863,700-750,LTV_0-60,DTI_50-63,MI,PURCHASE,SINGLE_FAMILY,INVESTMENT
4320,2020-02,421486.98944208596,180,4.402006768565061,600-650,LTV_60-70,DTI_63+,TX,PURCHASE,CONDO,PRIMARY
4321,2020-02,248606.33234755025,180,3.8307935427938338,650-700,LTV_80-90,DTI_50-63,NC,REFINANCE,CONDO,PRIMARY
4322,2020-02,171331.06408034108,240,2.788865201244791,750+,LTV_80-90,DTI_63+,IL,PURCHASE,SINGLE_FAMILY,INVESTMENT
4323,2020-02,416708.3261044386,180,5.6793698056138835,700-750,LTV_60-70,DTI_36-50,IL,PURCHASE,CONDO,PRIMARY
4324,2020-02,404664.4794963786,180,7.432591562062557,700-750,LTV_60-70,DTI_50-63,TX,REFINANCE,CONDO,PRIMARY
4325,2020-02,367408.1365024983,360,5.431341392611994,650-700,LTV_70-80,DTI_63+,OH,PURCHASE,MULTI_FAMILY,PRIMARY
4326,2020-02,311468.7693899982,180,2.6348838914588346,700-750,LTV_60-70,DTI_36-50,NC,REFINANCE,SINGLE_FAMILY,INVESTMENT
4327,2020-02,129832.98532369618,240,6.252585625653646,750+,LTV_0-60,DTI_36-50,NC,REFINANCE,MULTI_FAMILY,INVESTMENT
4328,2020-02,344215.502876317,360,5.2066360172706005,650-700,LTV_0-60,DTI_63+,PA,PURCHASE,CONDO,PRIMARY
4329,2020-02,463062.9244598625,180,3.8492110785093847,0-600,LTV_80-90,DTI_63+,PA,PURCHASE,SINGLE_FAMILY,INVESTMENT
4330,2020-02,339738.564556906,360,5.62575072498718,0-600,LTV_70-80,DTI_36-50,PA,PURCHASE,MULTI_FAMILY,PRIMARY
4331,2020-02,428942.470017801,180,5.67880964714462,600-650,LTV_90-100,DTI_36-50,OH,REFINANCE,CONDO,SECOND_HOME
4332,2020-02,121815.40509824065,360,6.511501367887547,700-750,LTV_80-90,DTI_63+,PA,REFINANCE,MULTI_FAMILY,SECOND_HOME
4333,2020-02,369708.6706706948,360,5.298346788734552,750+,LTV_60-70,DTI_63+,OH,PURCHASE,MULTI_FAMILY,SECOND_HOME
4334,2020-02,439701.4526336332,240,5.345608435079394,700-750,LTV_70-80,DTI_63+,GA,PURCHASE,SINGLE_FAMILY,PRIMARY
4335,2020-02,192261.60320310784,180,3.9632578345414347,700-750,LTV_60-70,DTI_0-36,MI,REFINANCE,SINGLE_FAMILY,SECOND_HOME
4336,2020-02,444270.13336409,360,4.093635652378945,750+,LTV_70-80,DTI_50-63,TX,REFINANCE,SINGLE_FAMILY,SECOND_HOME
4337,2020-02,352521.7132490659,180,5.385263901538893,650-700,LTV_80-90,DTI_63+,IL,PURCHASE,MULTI_FAMILY,INVESTMENT
4338,2020-02,422877.50904690666,180,6.402797977461319,600-650,LTV_90-100,DTI_0-36,CA,REFINANCE,CONDO,INVESTMENT
4339,2020-02,304066.9795078663,180,3.2505898335961736,750+,LTV_70-80,DTI_50-63,NY,REFINANCE,MULTI_FAMILY,INVESTMENT
4340,2020-02,239397.88571113208,180,4.0463488769653075,0-600,LTV_80-90,DTI_63+,OH,REFINANCE,MULTI_FAMILY,INVESTMENT
4341,2020-02,419640.47032890364,360,3.186213924231007,0-600,LTV_60-70,DTI_0-36,NC,REFINANCE,CONDO,SECOND_HOME
4342,2020-02,318948.714893235,360,5.616600827921704,700-750,LTV_90-100,DTI_0-36,CA,PURCHASE,SINGLE_FAMILY,INVESTMENT
4343,2020-02,152686.90736536589,240,6.294883630597082,650-700,LTV_90-100,DTI_50-63,IL,REFINANCE,MULTI_FAMILY,SECOND_HOME
4344,2020-02,302972.46115348634,180,7.103167777184936,600-650,LTV_60-70,DTI_63+,NY,PURCHASE,SINGLE_FAMILY,INVESTMENT
4345,2020-02,306398.7792981226,360,3.639981923208973,750+,LTV_0-60,DTI_36-50,CA,REFINANCE,MULTI_FAMILY,INVESTMENT
4346,2020-02,232323.28982970852,180,3.1043515263060426,750+,LTV_70-80,DTI_36-50,FL,PURCHASE,CONDO,INVESTMENT
4347,2020-02,174318.43517526353,360,6.843755719966756,650-700,LTV_70-80,DTI_0-36,GA,PURCHASE,CONDO,INVESTMENT
4348,2020-02,411961.46587045107,360,5.717038886397852,0-600,LTV_70-80,DTI_50-63,OH,PURCHASE,SINGLE_FAMILY,INVESTMENT
4349,2020-02,153458.91743590333,240,5.904752909564707,750+,LTV_0-60,DTI_36-50,NC,REFINANCE,SINGLE_FAMILY,PRIMARY
4350,2020-02,210482.6848443969,240,3.09151949754913,700-750,LTV_60-70,DTI_0-36,OH,PURCHASE,MULTI_FAMILY,SECOND_HOME
4351,2020-02,211772.72499393026,240,2.5409150975317103,700-750,LTV_70-80,DTI_36-50,CA,REFINANCE,CONDO,INVESTMENT
4352,2020-02,357867.7074278878,240,3.37786841197829,750+,LTV_70-80,DTI_36-50,MI,REFINANCE,SINGLE_FAMILY,INVESTMENT
4353,2020-02,100736.4949611341,360,4.840009167072841,650-700,LTV_80-90,DTI_36-50,MI,REFINANCE,MULTI_FAMILY,PRIMARY
4354,2020-02,206715.29428184946,360,4.0953575104325175,600-650,LTV_70-80,DTI_36-50,NY,REFINANCE,MULTI_FAMILY,SECOND_HOME
4355,2020-02,431860.2950227557,240,5.200374521725994,650-700,LTV_0-60,DTI_0-36,CA,PURCHASE,CONDO,INVESTMENT
4356,2020-02,350014.89915723144,360,3.802204474638965,750+,LTV_80-90,DTI_63+,CA,REFINANCE,SINGLE_FAMILY,SECOND_HOME
4357,2020-02,270063.51691926445,180,2.6744383311882243,750+,LTV_60-70,DTI_50-63,NY,REFINANCE,MULTI_FAMILY,SECOND_HOME
4358,2020-02,250614.92708456083,360,7.441753859594374,700-750,LTV_70-80,DTI_0-36,NY,PURCHASE,MULTI_FAMILY,PRIMARY
4359,2020-02,474805.3918877416,360,6.8188592138375,600-650,LTV_0-60,DTI_63+,NY,REFINANCE,MULTI_FAMILY,PRIMARY
4360,2020-02,162884.92334728478,360,5.016315454213859,750+,LTV_80-90,DTI_63+,CA,REFINANCE,CONDO,SECOND_HOME
4361,2020-02,177849.59297135036,180,6.70990407335143,600-650,LTV_60-70,DTI_36-50,NY,PURCHASE,MULTI_FAMILY,INVESTMENT
4362,2020-02,291203.7999763915,180,6.257427158991182,650-700,LTV_80-90,DTI_63+,PA,REFINANCE,MULTI_FAMILY,INVESTMENT
4363,2020-02,294333.22799865727,240,4.249562304243096,700-750,LTV_70-80,DTI_50-63,NC,PURCHASE,SINGLE_FAMILY,PRIMARY
4364,2020-02,247009.32824528153,240,5.788527285453171,0-600,LTV_80-90,DTI_63+,IL,REFINANCE,MULTI_FAMILY,PRIMARY
4365,2020-02,416771.9829759784,360,6.949699680904898,700-750,LTV_90-100,DTI_36-50,MI,PURCHASE,SINGLE_FAMILY,SECOND_HOME
4366,2020-02,272115.96425182174,180,2.6221200500989155,0-600,LTV_0-60,DTI_63+,CA,PURCHASE,CONDO,SECOND_HOME
4367,2020-02,122220.37299812709,180,7.075763526444881,750+,LTV_90-100,DTI_36-50,GA,REFINANCE,CONDO,INVESTMENT
4368,2020-02,169219.41020661563,180,5.698533266966572,750+,LTV_0-60,DTI_0-36,TX,REFINANCE,CONDO,INVESTMENT
4369,2020-02,160247.53508904236,240,6.269802054646636,750+,LTV_70-80,DTI_0-36,PA,PURCHASE,SINGLE_FAMILY,PRIMARY
4370,2020-02,397442.132359233,240,6.901153728190955,700-750,LTV_70-80,DTI_50-63,CA,PURCHASE,SINGLE_FAMILY,INVESTMENT
4371,2020-02,327844.5183662577,240,6.9961488059422745,750+,LTV_0-60,DTI_63+,IL,REFINANCE,SINGLE_FAMILY,SECOND_HOME
4372,2020-02,340587.94742093957,240,3.849194821103821,600-650,LTV_0-60,DTI_63+,OH,REFINANCE,SINGLE_FAMILY,PRIMARY
4373,2020-02,107137.04147522924,360,7.214693811551114,700-750,LTV_60-70,DTI_36-50,MI,REFINANCE,CONDO,PRIMARY
4374,2020-02,269044.9747582211,180,6.947844956161851,0-600,LTV_0-60,DTI_36-50,GA,REFINANCE,MULTI_FAMILY,INVESTMENT
4375,2020-02,403943.1052502336,360,5.509918428530018,700-750,LTV_0-60,DTI_36-50,NC,PURCHASE,MULTI_FAMILY,SECOND_HOME
4376,2020-02,207256.7564620704,240,3.107714594406357,700-750,LTV_70-80,DTI_63+,MI,REFINANCE,SINGLE_FAMILY,INVESTMENT
4377,2020-02,160228.46447290853,180,3.2813785564047904,700-750,LTV_80-90,DTI_36-50,NY,REFINANCE,SINGLE_FAMILY,PRIMARY
4378,2020-02,355502.1349867096,360,4.887738985935756,600-650,LTV_70-80,DTI_63+,OH,REFINANCE,SINGLE_FAMILY,PRIMARY
4379,2020-02,319784.91926414944,360,7.2673851666825415,600-650,LTV_60-70,DTI_36-50,MI,PURCHASE,SINGLE_FAMILY,INVESTMENT
4380,2020-02,176760.543632631,360,5.846422290282552,600-650,LTV_90-100,DTI_63+,NY,REFINANCE,CONDO,SECOND_HOME
4381,2020-02,309305.29802427674,360,4.194841931114877,750+,LTV_80-90,DTI_50-63,TX,PURCHASE,MULTI_FAMILY,PRIMARY
4382,2020-02,297323.94428818277,360,7.1055703992531045,650-700,LTV_70-80,DTI_36-50,MI,REFINANCE,CONDO,PRIMARY
4383,2020-02,409591.6536233598,180,6.012368005097581,700-750,LTV_70-80,DTI_0-36,TX,PURCHASE,MULTI_FAMILY,PRIMARY
4384,2020-02,213739.83175933437,180,4.53935928347233,650-700,LTV_60-70,DTI_63+,FL,REFINANCE,MULTI_FAMILY,SECOND_HOME
4385,2020-02,214069.8667965766,240,2.9046997317059424,700-750,LTV_90-100,DTI_0-36,NC,REFINANCE,MULTI_FAMILY,SECOND_HOME
4386,2020-02,137521.49799275026,180,3.377584399465569,750+,LTV_60-70,DTI_63+,GA,PURCHASE,SINGLE_FAMILY,INVESTMENT
4387,2020-02,284562.46407172794,240,3.951619981380199,0-600,LTV_90-100,DTI_0-36,OH,REFINANCE,MULTI_FAMILY,INVESTMENT
4388,2020-02,108091.89197056655,180,4.529846146949053,0-600,LTV_80-90,DTI_63+,OH,PURCHASE,MULTI_FAMILY,INVESTMENT
4389,2020-02,120085.66767682006,240,7.229614696441903,0-600,LTV_60-70,DTI_50-63,TX,PURCHASE,CONDO,SECOND_HOME
4390,2020-02,168240.05102094263,180,5.381996855226907,600-650,LTV_60-70,DTI_36-50,MI,REFINANCE,SINGLE_FAMILY,PRIMARY
4391,2020-02,346306.43465538573,240,6.405374798766268,700-750,LTV_60-70,DTI_36-50,MI,PURCHASE,CONDO,PRIMARY
4392,2020-02,479896.79034184053,360,5.544697744021805,0-600,LTV_90-100,DTI_63+,CA,REFINANCE,MULTI_FAMILY,INVESTMENT
4393,2020-02,307811.8191053256,180,7.283347009456568,700-750,LTV_70-80,DTI_36-50,NC,REFINANCE,CONDO,PRIMARY
4394,2020-02,222927.7064911932,360,6.466662959880249,600-650,LTV_90-100,DTI_63+,GA,PURCHASE,SINGLE_FAMILY,INVESTMENT
4395,2020-02,457713.69513143407,360,4.72249091054557,650-700,LTV_80-90,DTI_0-36,OH,PURCHASE,MULTI_FAMILY,SECOND_HOME
4396,2020-02,225889.19038105977,360,4.817137054429436,0-600,LTV_80-90,DTI_36-50,CA,PURCHASE,CONDO,INVESTMENT
4397,2020-02,303642.0925899731,240,5.23537195708394,700-750,LTV_60-70,DTI_50-63,MI,REFINANCE,MULTI_FAMILY,INVESTMENT
4398,2020-02,429591.65408545604,240,7.106970369319796,0-600,LTV_60-70,DTI_36-50,OH,PURCHASE,MULTI_FAMILY,SECOND_HOME
4399,2020-02,230031.32600766284,180,4.32377693602796,700-750,LTV_0-60,DTI_50-63,CA,PURCHASE,CONDO,SECOND_HOME
4400,2020-02,351472.6838020138,180,3.0161943555697017,600-650,LTV_80-90,DTI_50-63,NC,PURCHASE,CONDO,PRIMARY
4401,2020-02,148956.21024894173,180,3.1542809084359744,750+,LTV_80-90,DTI_0-36,GA,PURCHASE,SINGLE_FAMILY,PRIMARY
4402,2020-03,249703.97984600044,240,3.077364225831398,750+,LTV_60-70,DTI_50-63,MI,PURCHASE,SINGLE_FAMILY,INVESTMENT
4403,2020-03,114275.4904325785,360,5.2670029264304645,700-750,LTV_90-100,DTI_63+,OH,PURCHASE,MULTI_FAMILY,PRIMARY
4404,2020-03,403092.4637805835,240,5.830174265019488,650-700,LTV_60-70,DTI_63+,MI,REFINANCE,SINGLE_FAMILY,SECOND_HOME
4405,2020-03,228458.93927556096,360,7.039574209308042,750+,LTV_70-80,DTI_36-50,CA,PURCHASE,SINGLE_FAMILY,PRIMARY
4406,2020-03,365546.6570167529,180,3.7736042160695495,750+,LTV_0-60,DTI_63+,TX,REFINANCE,CONDO,SECOND_HOME
4407,2020-03,281571.4258290231,360,6.5464794899613965,750+,LTV_90-100,DTI_50-63,CA,PURCHASE,MULTI_FAMILY,INVESTMENT
4408,2020-03,379718.18527922983,240,7.47588370336003,600-650,LTV_0-60,DTI_0-36,TX,REFINANCE,MULTI_FAMILY,PRIMARY
4409,2020-03,449968.5834833973,180,6.421226503250558,650-700,LTV_70-80,DTI_63+,OH,REFINANCE,MULTI_FAMILY,SECOND_HOME
4410,2020-03,364270.1525434877,180,6.859753210106251,600-650,LTV_0-60,DTI_36-50,FL,REFINANCE,SINGLE_FAMILY,INVESTMENT
4411,2020-03,406326.9797977477,180,5.656521296647789,600-650,LTV_60-70,DTI_63+,PA,PURCHASE,MULTI_FAMILY,INVESTMENT
4412,2020-03,203423.72489806273,240,6.726739020236366,0-600,LTV_60-70,DTI_50-63,NY,PURCHASE,CONDO,PRIMARY
4413,2020-03,393723.20351972163,240,4.048492359444784,700-750,LTV_70-80,DTI_0-36,MI,REFINANCE,MULTI_FAMILY,PRIMARY
4414,2020-03,255386.6882271847,240,7.232986752460166,700-750,LTV_70-80,DTI_36-50,PA,PURCHASE,CONDO,PRIMARY
4415,2020-03,230615.72107236402,180,3.8717579637145367,0-600,LTV_60-70,DTI_50-63,CA,REFINANCE,MULTI_FAMILY,PRIMARY
4416,2020-03,408735.4322022529,360,7.078086912200686,650-700,LTV_80-90,DTI_0-36,IL,PURCHASE,CONDO,PRIMARY
4417,2020-03,476618.7423030772,240,4.1418748230742235,600-650,LTV_90-100,DTI_63+,MI,PURCHASE,CONDO,INVESTMENT
